PRDHA,MAKTX,MATNR,EAN11
01-01-12611,Test Product 12611,MAT12611,400000012611
01-01-12612,Test Product 12612,MAT12612,400000012612
01-01-12613,Test Product 12613,MAT12613,400000012613
01-01-12614,Test Product 12614,MAT12614,400000012614
01-01-12615,Test Product 12615,MAT12615,400000012615
01-01-12616,Test Product 12616,MAT12616,400000012616
01-01-12617,Test Product 12617,MAT12617,400000012617
01-01-12618,Test Product 12618,MAT12618,400000012618
01-01-12619,Test Product 12619,MAT12619,400000012619
01-01-12620,Test Product 12620,MAT12620,400000012620
01-01-12621,Test Product 12621,MAT12621,400000012621
01-01-12622,Test Product 12622,MAT12622,400000012622
01-01-12623,Test Product 12623,MAT12623,400000012623
01-01-12624,Test Product 12624,MAT12624,400000012624
01-01-12625,Test Product 12625,MAT12625,400000012625
01-01-12626,Test Product 12626,MAT12626,400000012626
01-01-12627,Test Product 12627,MAT12627,400000012627
01-01-12628,Test Product 12628,MAT12628,400000012628
01-01-12629,Test Product 12629,MAT12629,400000012629
01-01-12630,Test Product 12630,MAT12630,400000012630
01-01-12631,Test Product 12631,MAT12631,400000012631
01-01-12632,Test Product 12632,MAT12632,400000012632
01-01-12633,Test Product 12633,MAT12633,400000012633
01-01-12634,Test Product 12634,MAT12634,400000012634
01-01-12635,Test Product 12635,MAT12635,400000012635
01-01-12636,Test Product 12636,MAT12636,400000012636
01-01-12637,Test Product 12637,MAT12637,400000012637
01-01-12638,Test Product 12638,MAT12638,400000012638
01-01-12639,Test Product 12639,MAT12639,400000012639
01-01-12640,Test Product 12640,MAT12640,400000012640
01-01-12641,Test Product 12641,MAT12641,400000012641
01-01-12642,Test Product 12642,MAT12642,400000012642
01-01-12643,Test Product 12643,MAT12643,400000012643
01-01-12644,Test Product 12644,MAT12644,400000012644
01-01-12645,Test Product 12645,MAT12645,400000012645
01-01-12646,Test Product 12646,MAT12646,400000012646
01-01-12647,Test Product 12647,MAT12647,400000012647
01-01-12648,Test Product 12648,MAT12648,400000012648
01-01-12649,Test Product 12649,MAT12649,400000012649
01-01-12650,Test Product 12650,MAT12650,400000012650
01-01-12651,Test Product 12651,MAT12651,400000012651
01-01-12652,Test Product 12652,MAT12652,400000012652
01-01-12653,Test Product 12653,MAT12653,400000012653
01-01-12654,Test Product 12654,MAT12654,400000012654
01-01-12655,Test Product 12655,MAT12655,400000012655
01-01-12656,Test Product 12656,MAT12656,400000012656
01-01-12657,Test Product 12657,MAT12657,400000012657
01-01-12658,Test Product 12658,MAT12658,400000012658
01-01-12659,Test Product 12659,MAT12659,400000012659
01-01-12660,Test Product 12660,MAT12660,400000012660
01-01-12661,Test Product 12661,MAT12661,400000012661
01-01-12662,Test Product 12662,MAT12662,400000012662
01-01-12663,Test Product 12663,MAT12663,400000012663
01-01-12664,Test Product 12664,MAT12664,400000012664
01-01-12665,Test Product 12665,MAT12665,400000012665
01-01-12666,Test Product 12666,MAT12666,400000012666
01-01-12667,Test Product 12667,MAT12667,400000012667
01-01-12668,Test Product 12668,MAT12668,400000012668
01-01-12669,Test Product 12669,MAT12669,400000012669
01-01-12670,Test Product 12670,MAT12670,400000012670
01-01-12671,Test Product 12671,MAT12671,400000012671
01-01-12672,Test Product 12672,MAT12672,400000012672
01-01-12673,Test Product 12673,MAT12673,400000012673
01-01-12674,Test Product 12674,MAT12674,400000012674
01-01-12675,Test Product 12675,MAT12675,400000012675
01-01-12676,Test Product 12676,MAT12676,400000012676
01-01-12677,Test Product 12677,MAT12677,400000012677
01-01-12678,Test Product 12678,MAT12678,400000012678
01-01-12679,Test Product 12679,MAT12679,400000012679
01-01-12680,Test Product 12680,MAT12680,400000012680
01-01-12681,Test Product 12681,MAT12681,400000012681
01-01-12682,Test Product 12682,MAT12682,400000012682
01-01-12683,Test Product 12683,MAT12683,400000012683
01-01-12684,Test Product 12684,MAT12684,400000012684
01-01-12685,Test Product 12685,MAT12685,400000012685
01-01-12686,Test Product 12686,MAT12686,400000012686
01-01-12687,Test Product 12687,MAT12687,400000012687
01-01-12688,Test Product 12688,MAT12688,400000012688
01-01-12689,Test Product 12689,MAT12689,400000012689
01-01-12690,Test Product 12690,MAT12690,400000012690
01-01-12691,Test Product 12691,MAT12691,400000012691
01-01-12692,Test Product 12692,MAT12692,400000012692
01-01-12693,Test Product 12693,MAT12693,400000012693
01-01-12694,Test Product 12694,MAT12694,400000012694
01-01-12695,Test Product 12695,MAT12695,400000012695
01-01-12696,Test Product 12696,MAT12696,400000012696
01-01-12697,Test Product 12697,MAT12697,400000012697
01-01-12698,Test Product 12698,MAT12698,400000012698
01-01-12699,Test Product 12699,MAT12699,400000012699
01-01-12700,Test Product 12700,MAT12700,400000012700
01-01-12701,Test Product 12701,MAT12701,400000012701
01-01-12702,Test Product 12702,MAT12702,400000012702
01-01-12703,Test Product 12703,MAT12703,400000012703
01-01-12704,Test Product 12704,MAT12704,400000012704
01-01-12705,Test Product 12705,MAT12705,400000012705
01-01-12706,Test Product 12706,MAT12706,400000012706
01-01-12707,Test Product 12707,MAT12707,400000012707
01-01-12708,Test Product 12708,MAT12708,400000012708
01-01-12709,Test Product 12709,MAT12709,400000012709
01-01-12710,Test Product 12710,MAT12710,400000012710
01-01-12711,Test Product 12711,MAT12711,400000012711
01-01-12712,Test Product 12712,MAT12712,400000012712
01-01-12713,Test Product 12713,MAT12713,400000012713
01-01-12714,Test Product 12714,MAT12714,400000012714
01-01-12715,Test Product 12715,MAT12715,400000012715
01-01-12716,Test Product 12716,MAT12716,400000012716
01-01-12717,Test Product 12717,MAT12717,400000012717
01-01-12718,Test Product 12718,MAT12718,400000012718
01-01-12719,Test Product 12719,MAT12719,400000012719
01-01-12720,Test Product 12720,MAT12720,400000012720
01-01-12721,Test Product 12721,MAT12721,400000012721
01-01-12722,Test Product 12722,MAT12722,400000012722
01-01-12723,Test Product 12723,MAT12723,400000012723
01-01-12724,Test Product 12724,MAT12724,400000012724
01-01-12725,Test Product 12725,MAT12725,400000012725
01-01-12726,Test Product 12726,MAT12726,400000012726
01-01-12727,Test Product 12727,MAT12727,400000012727
01-01-12728,Test Product 12728,MAT12728,400000012728
01-01-12729,Test Product 12729,MAT12729,400000012729
01-01-12730,Test Product 12730,MAT12730,400000012730
01-01-12731,Test Product 12731,MAT12731,400000012731
01-01-12732,Test Product 12732,MAT12732,400000012732
01-01-12733,Test Product 12733,MAT12733,400000012733
01-01-12734,Test Product 12734,MAT12734,400000012734
01-01-12735,Test Product 12735,MAT12735,400000012735
01-01-12736,Test Product 12736,MAT12736,400000012736
01-01-12737,Test Product 12737,MAT12737,400000012737
01-01-12738,Test Product 12738,MAT12738,400000012738
01-01-12739,Test Product 12739,MAT12739,400000012739
01-01-12740,Test Product 12740,MAT12740,400000012740
01-01-12741,Test Product 12741,MAT12741,400000012741
01-01-12742,Test Product 12742,MAT12742,400000012742
01-01-12743,Test Product 12743,MAT12743,400000012743
01-01-12744,Test Product 12744,MAT12744,400000012744
01-01-12745,Test Product 12745,MAT12745,400000012745
01-01-12746,Test Product 12746,MAT12746,400000012746
01-01-12747,Test Product 12747,MAT12747,400000012747
01-01-12748,Test Product 12748,MAT12748,400000012748
01-01-12749,Test Product 12749,MAT12749,400000012749
01-01-12750,Test Product 12750,MAT12750,400000012750
01-01-12751,Test Product 12751,MAT12751,400000012751
01-01-12752,Test Product 12752,MAT12752,400000012752
01-01-12753,Test Product 12753,MAT12753,400000012753
01-01-12754,Test Product 12754,MAT12754,400000012754
01-01-12755,Test Product 12755,MAT12755,400000012755
01-01-12756,Test Product 12756,MAT12756,400000012756
01-01-12757,Test Product 12757,MAT12757,400000012757
01-01-12758,Test Product 12758,MAT12758,400000012758
01-01-12759,Test Product 12759,MAT12759,400000012759
01-01-12760,Test Product 12760,MAT12760,400000012760
01-01-12761,Test Product 12761,MAT12761,400000012761
01-01-12762,Test Product 12762,MAT12762,400000012762
01-01-12763,Test Product 12763,MAT12763,400000012763
01-01-12764,Test Product 12764,MAT12764,400000012764
01-01-12765,Test Product 12765,MAT12765,400000012765
01-01-12766,Test Product 12766,MAT12766,400000012766
01-01-12767,Test Product 12767,MAT12767,400000012767
01-01-12768,Test Product 12768,MAT12768,400000012768
01-01-12769,Test Product 12769,MAT12769,400000012769
01-01-12770,Test Product 12770,MAT12770,400000012770
01-01-12771,Test Product 12771,MAT12771,400000012771
01-01-12772,Test Product 12772,MAT12772,400000012772
01-01-12773,Test Product 12773,MAT12773,400000012773
01-01-12774,Test Product 12774,MAT12774,400000012774
01-01-12775,Test Product 12775,MAT12775,400000012775
01-01-12776,Test Product 12776,MAT12776,400000012776
01-01-12777,Test Product 12777,MAT12777,400000012777
01-01-12778,Test Product 12778,MAT12778,400000012778
01-01-12779,Test Product 12779,MAT12779,400000012779
01-01-12780,Test Product 12780,MAT12780,400000012780
01-01-12781,Test Product 12781,MAT12781,400000012781
01-01-12782,Test Product 12782,MAT12782,400000012782
01-01-12783,Test Product 12783,MAT12783,400000012783
01-01-12784,Test Product 12784,MAT12784,400000012784
01-01-12785,Test Product 12785,MAT12785,400000012785
01-01-12786,Test Product 12786,MAT12786,400000012786
01-01-12787,Test Product 12787,MAT12787,400000012787
01-01-12788,Test Product 12788,MAT12788,400000012788
01-01-12789,Test Product 12789,MAT12789,400000012789
01-01-12790,Test Product 12790,MAT12790,400000012790
01-01-12791,Test Product 12791,MAT12791,400000012791
01-01-12792,Test Product 12792,MAT12792,400000012792
01-01-12793,Test Product 12793,MAT12793,400000012793
01-01-12794,Test Product 12794,MAT12794,400000012794
01-01-12795,Test Product 12795,MAT12795,400000012795
01-01-12796,Test Product 12796,MAT12796,400000012796
01-01-12797,Test Product 12797,MAT12797,400000012797
01-01-12798,Test Product 12798,MAT12798,400000012798
01-01-12799,Test Product 12799,MAT12799,400000012799
01-01-12800,Test Product 12800,MAT12800,400000012800
01-01-12801,Test Product 12801,MAT12801,400000012801
01-01-12802,Test Product 12802,MAT12802,400000012802
01-01-12803,Test Product 12803,MAT12803,400000012803
01-01-12804,Test Product 12804,MAT12804,400000012804
01-01-12805,Test Product 12805,MAT12805,400000012805
01-01-12806,Test Product 12806,MAT12806,400000012806
01-01-12807,Test Product 12807,MAT12807,400000012807
01-01-12808,Test Product 12808,MAT12808,400000012808
01-01-12809,Test Product 12809,MAT12809,400000012809
01-01-12810,Test Product 12810,MAT12810,400000012810
01-01-12811,Test Product 12811,MAT12811,400000012811
01-01-12812,Test Product 12812,MAT12812,400000012812
01-01-12813,Test Product 12813,MAT12813,400000012813
01-01-12814,Test Product 12814,MAT12814,400000012814
01-01-12815,Test Product 12815,MAT12815,400000012815
01-01-12816,Test Product 12816,MAT12816,400000012816
01-01-12817,Test Product 12817,MAT12817,400000012817
01-01-12818,Test Product 12818,MAT12818,400000012818
01-01-12819,Test Product 12819,MAT12819,400000012819
01-01-12820,Test Product 12820,MAT12820,400000012820
01-01-12821,Test Product 12821,MAT12821,400000012821
01-01-12822,Test Product 12822,MAT12822,400000012822
01-01-12823,Test Product 12823,MAT12823,400000012823
01-01-12824,Test Product 12824,MAT12824,400000012824
01-01-12825,Test Product 12825,MAT12825,400000012825
01-01-12826,Test Product 12826,MAT12826,400000012826
01-01-12827,Test Product 12827,MAT12827,400000012827
01-01-12828,Test Product 12828,MAT12828,400000012828
01-01-12829,Test Product 12829,MAT12829,400000012829
01-01-12830,Test Product 12830,MAT12830,400000012830
01-01-12831,Test Product 12831,MAT12831,400000012831
01-01-12832,Test Product 12832,MAT12832,400000012832
01-01-12833,Test Product 12833,MAT12833,400000012833
01-01-12834,Test Product 12834,MAT12834,400000012834
01-01-12835,Test Product 12835,MAT12835,400000012835
01-01-12836,Test Product 12836,MAT12836,400000012836
01-01-12837,Test Product 12837,MAT12837,400000012837
01-01-12838,Test Product 12838,MAT12838,400000012838
01-01-12839,Test Product 12839,MAT12839,400000012839
01-01-12840,Test Product 12840,MAT12840,400000012840
01-01-12841,Test Product 12841,MAT12841,400000012841
01-01-12842,Test Product 12842,MAT12842,400000012842
01-01-12843,Test Product 12843,MAT12843,400000012843
01-01-12844,Test Product 12844,MAT12844,400000012844
01-01-12845,Test Product 12845,MAT12845,400000012845
01-01-12846,Test Product 12846,MAT12846,400000012846
01-01-12847,Test Product 12847,MAT12847,400000012847
01-01-12848,Test Product 12848,MAT12848,400000012848
01-01-12849,Test Product 12849,MAT12849,400000012849
01-01-12850,Test Product 12850,MAT12850,400000012850
01-01-12851,Test Product 12851,MAT12851,400000012851
01-01-12852,Test Product 12852,MAT12852,400000012852
01-01-12853,Test Product 12853,MAT12853,400000012853
01-01-12854,Test Product 12854,MAT12854,400000012854
01-01-12855,Test Product 12855,MAT12855,400000012855
01-01-12856,Test Product 12856,MAT12856,400000012856
01-01-12857,Test Product 12857,MAT12857,400000012857
01-01-12858,Test Product 12858,MAT12858,400000012858
01-01-12859,Test Product 12859,MAT12859,400000012859
01-01-12860,Test Product 12860,MAT12860,400000012860
01-01-12861,Test Product 12861,MAT12861,400000012861
01-01-12862,Test Product 12862,MAT12862,400000012862
01-01-12863,Test Product 12863,MAT12863,400000012863
01-01-12864,Test Product 12864,MAT12864,400000012864
01-01-12865,Test Product 12865,MAT12865,400000012865
01-01-12866,Test Product 12866,MAT12866,400000012866
01-01-12867,Test Product 12867,MAT12867,400000012867
01-01-12868,Test Product 12868,MAT12868,400000012868
01-01-12869,Test Product 12869,MAT12869,400000012869
01-01-12870,Test Product 12870,MAT12870,400000012870
01-01-12871,Test Product 12871,MAT12871,400000012871
01-01-12872,Test Product 12872,MAT12872,400000012872
01-01-12873,Test Product 12873,MAT12873,400000012873
01-01-12874,Test Product 12874,MAT12874,400000012874
01-01-12875,Test Product 12875,MAT12875,400000012875
01-01-12876,Test Product 12876,MAT12876,400000012876
01-01-12877,Test Product 12877,MAT12877,400000012877
01-01-12878,Test Product 12878,MAT12878,400000012878
01-01-12879,Test Product 12879,MAT12879,400000012879
01-01-12880,Test Product 12880,MAT12880,400000012880
01-01-12881,Test Product 12881,MAT12881,400000012881
01-01-12882,Test Product 12882,MAT12882,400000012882
01-01-12883,Test Product 12883,MAT12883,400000012883
01-01-12884,Test Product 12884,MAT12884,400000012884
01-01-12885,Test Product 12885,MAT12885,400000012885
01-01-12886,Test Product 12886,MAT12886,400000012886
01-01-12887,Test Product 12887,MAT12887,400000012887
01-01-12888,Test Product 12888,MAT12888,400000012888
01-01-12889,Test Product 12889,MAT12889,400000012889
01-01-12890,Test Product 12890,MAT12890,400000012890
01-01-12891,Test Product 12891,MAT12891,400000012891
01-01-12892,Test Product 12892,MAT12892,400000012892
01-01-12893,Test Product 12893,MAT12893,400000012893
01-01-12894,Test Product 12894,MAT12894,400000012894
01-01-12895,Test Product 12895,MAT12895,400000012895
01-01-12896,Test Product 12896,MAT12896,400000012896
01-01-12897,Test Product 12897,MAT12897,400000012897
01-01-12898,Test Product 12898,MAT12898,400000012898
01-01-12899,Test Product 12899,MAT12899,400000012899
01-01-12900,Test Product 12900,MAT12900,400000012900
01-01-12901,Test Product 12901,MAT12901,400000012901
01-01-12902,Test Product 12902,MAT12902,400000012902
01-01-12903,Test Product 12903,MAT12903,400000012903
01-01-12904,Test Product 12904,MAT12904,400000012904
01-01-12905,Test Product 12905,MAT12905,400000012905
01-01-12906,Test Product 12906,MAT12906,400000012906
01-01-12907,Test Product 12907,MAT12907,400000012907
01-01-12908,Test Product 12908,MAT12908,400000012908
01-01-12909,Test Product 12909,MAT12909,400000012909
01-01-12910,Test Product 12910,MAT12910,400000012910
01-01-12911,Test Product 12911,MAT12911,400000012911
01-01-12912,Test Product 12912,MAT12912,400000012912
01-01-12913,Test Product 12913,MAT12913,400000012913
01-01-12914,Test Product 12914,MAT12914,400000012914
01-01-12915,Test Product 12915,MAT12915,400000012915
01-01-12916,Test Product 12916,MAT12916,400000012916
01-01-12917,Test Product 12917,MAT12917,400000012917
01-01-12918,Test Product 12918,MAT12918,400000012918
01-01-12919,Test Product 12919,MAT12919,400000012919
01-01-12920,Test Product 12920,MAT12920,400000012920
01-01-12921,Test Product 12921,MAT12921,400000012921
01-01-12922,Test Product 12922,MAT12922,400000012922
01-01-12923,Test Product 12923,MAT12923,400000012923
